f1,f2,f3,f4,f5,pitch,roll
0.579,0.578,0.687,1.0,1.0,63.42,-24.17
0.544,0.578,0.684,1.0,1.0,70.29,-16.48
0.571,0.567,0.687,1.0,1.0,70.23,-15.96
0.577,0.567,0.681,1.0,0.981,70.72,-14.85
0.573,0.567,0.689,1.0,0.977,71.85,-14.37
0.58,0.689,0.692,1.0,0.972,71.9,-14.62
0.591,0.956,0.697,1.0,0.977,72.53,-14.43
0.585,0.989,0.697,1.0,0.981,72.91,-13.2
0.586,1.0,0.695,1.0,0.981,72.11,-13.95
0.588,0.967,0.692,1.0,0.972,70.03,-18.85
0.596,0.933,0.697,1.0,0.977,72.23,-11.29
0.609,0.922,0.7,1.0,0.977,74.76,-5.97
0.687,0.933,0.697,1.0,0.963,74.29,-7.84
0.761,0.922,0.697,1.0,0.963,76.1,-7.94
0.77,0.911,0.697,1.0,0.958,76.49,-6.24
0.759,0.911,0.697,1.0,0.963,76.98,-10.59
0.746,0.911,0.697,1.0,0.967,76.68,-8.7
0.736,0.9,0.697,1.0,0.967,74.57,-14.52
0.726,0.889,0.695,1.0,0.967,77.72,-11.69
0.706,0.889,0.695,1.0,0.967,77.81,-8.32
0.699,0.878,0.692,1.0,0.972,74.9,-14.27
0.682,0.878,0.689,1.0,0.972,80.9,-5.4
0.696,0.867,0.687,1.0,0.972,73.62,-7.91
0.698,0.867,0.687,1.0,0.972,67.88,-21.07
0.69,0.856,0.687,1.0,0.972,78.64,-9.51
0.686,0.844,0.687,1.0,0.977,74.95,-11.75
0.637,0.856,0.684,1.0,0.977,71.03,-15.43
0.648,0.844,0.684,1.0,0.972,73.48,-15.5
0.64,0.844,0.684,1.0,0.977,71.54,-16.21
0.598,0.844,0.684,1.0,0.981,74.42,-12.56
0.63,0.833,0.684,1.0,0.977,72.93,-14.06
0.632,0.833,0.684,1.0,0.981,72.91,-14.41
0.656,0.833,0.684,1.0,0.981,72.35,-14.46
0.665,0.833,0.684,1.0,0.981,73.15,-13.99
0.674,0.833,0.684,1.0,0.981,73.46,-14.3
0.675,0.833,0.684,1.0,0.981,72.13,-15.99
0.672,0.822,0.681,1.0,0.977,72.22,-15.35
0.668,0.822,0.679,1.0,0.967,69.57,-19.94
0.663,0.822,0.676,1.0,0.967,81.85,-4.85
0.647,0.822,0.676,1.0,0.967,76.78,-11.24
0.651,0.822,0.676,1.0,0.963,78.32,-6.76
0.649,0.822,0.674,1.0,0.963,80.43,-4.12
0.649,0.822,0.674,1.0,0.958,86.72,-2.16
0.649,0.822,0.676,1.0,0.958,86.35,-1.52
0.646,0.811,0.676,1.0,0.958,85.56,-1.25
0.647,0.811,0.676,1.0,0.963,86.41,-0.71
0.647,0.811,0.676,1.0,0.963,89.42,0.4
0.646,0.8,0.676,1.0,0.963,88.07,0.36
0.647,0.8,0.676,1.0,0.963,83.11,-0.52
0.644,0.8,0.676,1.0,0.958,81.14,1.92
0.644,0.8,0.676,1.0,0.963,80.81,4.86
0.644,0.8,0.676,1.0,0.963,78.61,3.47
0.644,0.8,0.674,1.0,0.963,77.13,-3.7
0.642,0.8,0.674,1.0,0.963,82.14,-1.0
0.637,0.8,0.674,1.0,0.958,82.23,-3.72
0.635,0.8,0.674,1.0,0.958,77.75,-6.67
0.627,0.8,0.655,1.0,0.958,78.89,-7.05
0.623,0.8,0.655,1.0,0.958,76.71,-9.42
0.618,0.8,0.655,1.0,0.963,78.17,-6.23
0.615,0.8,0.655,1.0,0.963,78.16,-6.96
0.614,0.8,0.655,1.0,0.963,77.2,-6.75
0.611,0.789,0.655,1.0,0.958,77.9,-5.07
0.608,0.811,0.65,1.0,0.958,75.9,-7.22
0.615,0.811,0.648,1.0,0.958,75.65,-6.83
0.613,0.811,0.642,1.0,0.958,77.43,-5.62
0.614,0.822,0.64,1.0,0.958,71.6,-11.92
0.608,0.811,0.64,1.0,0.958,73.56,-13.51
0.585,0.811,0.64,1.0,0.958,75.83,-7.14
0.615,0.8,0.64,1.0,0.958,71.89,-13.59
0.623,0.789,0.64,1.0,0.958,66.49,-11.4
0.626,0.778,0.642,1.0,0.958,68.81,-13.59
0.622,0.778,0.645,1.0,0.958,70.15,-13.65
0.623,0.778,0.642,1.0,0.963,67.18,-16.89
0.625,0.778,0.64,1.0,0.963,67.55,-17.22
0.623,0.778,0.64,1.0,0.958,66.77,-17.44
0.623,0.778,0.64,1.0,0.963,67.31,-16.29
