f1,f2,f3,f4,f5,pitch,roll
0.578,0.317,0.423,0.438,1.0,37.02,49.4
0.576,0.317,0.423,0.405,1.0,38.37,48.22
0.578,0.317,0.423,0.446,1.0,33.42,53.62
0.576,0.367,0.428,0.397,1.0,34.6,52.39
0.582,0.4,0.433,0.917,1.0,34.38,52.97
0.619,0.467,0.446,0.388,1.0,28.14,59.55
0.625,0.583,0.465,0.397,1.0,36.57,53.38
0.604,0.617,0.48,0.405,1.0,18.83,71.12
0.573,0.583,0.473,0.397,1.0,25.62,64.19
0.565,0.533,0.465,0.397,1.0,18.84,71.14
0.582,0.533,0.46,0.397,1.0,20.01,69.31
0.571,0.533,0.46,0.397,1.0,30.2,59.53
0.585,0.533,0.46,0.388,1.0,21.18,68.78
0.586,0.533,0.46,0.388,1.0,22.23,67.71
0.589,0.533,0.457,0.388,1.0,20.19,69.54
0.593,0.617,0.457,0.405,1.0,22.01,67.82
0.591,0.85,0.449,0.43,1.0,22.05,67.95
0.593,1.0,0.452,0.438,1.0,22.36,67.47
0.615,1.0,0.452,0.438,1.0,22.98,66.99
0.627,1.0,0.446,0.43,1.0,22.79,67.2
0.645,1.0,0.446,0.421,1.0,23.31,66.68
0.676,1.0,0.449,0.421,1.0,22.9,67.03
0.691,1.0,0.444,0.43,1.0,22.8,66.95
0.576,1.0,0.441,0.942,1.0,25.62,64.11
0.545,1.0,0.441,1.0,1.0,24.7,64.89
0.572,1.0,0.433,0.529,1.0,24.63,65.14
0.568,1.0,0.423,0.438,1.0,24.56,65.34
0.657,1.0,0.426,0.909,1.0,24.95,64.03
0.854,1.0,0.418,0.438,1.0,24.76,64.75
0.826,1.0,0.41,0.455,1.0,23.84,65.81
0.845,1.0,0.413,0.446,1.0,25.59,63.93
0.817,1.0,0.405,0.463,1.0,26.93,62.5
0.825,1.0,0.399,0.471,1.0,26.44,62.84
0.766,1.0,0.402,0.496,1.0,24.94,64.71
0.769,1.0,0.402,0.488,1.0,25.01,64.51
0.77,1.0,0.402,0.488,1.0,25.08,64.52
0.761,1.0,0.405,0.479,1.0,25.88,63.66
0.753,1.0,0.405,0.471,1.0,25.2,64.39
0.75,1.0,0.405,0.471,1.0,25.17,64.22
0.75,0.983,0.405,0.463,1.0,24.59,65.0
0.753,0.983,0.402,0.463,1.0,25.28,64.16
0.753,0.983,0.402,0.463,1.0,25.49,63.92
0.753,0.967,0.399,0.455,1.0,25.12,64.4
0.748,0.967,0.399,0.455,1.0,26.02,63.36
0.737,0.967,0.399,0.455,1.0,25.23,64.14
0.745,0.95,0.399,0.455,1.0,26.94,62.21
0.733,0.933,0.373,0.455,1.0,26.6,62.67
0.723,0.917,0.363,0.455,1.0,26.05,63.19
0.723,0.9,0.577,0.455,1.0,26.22,63.1
0.721,0.883,0.775,0.446,1.0,26.27,62.97
0.718,0.883,0.428,0.446,1.0,26.9,62.23
0.716,0.9,0.457,0.479,1.0,26.91,62.0
0.715,0.9,0.467,0.512,1.0,26.65,62.41
0.714,0.9,0.483,1.0,1.0,27.19,61.73
0.711,0.867,0.517,1.0,1.0,26.48,62.59
0.71,0.867,0.475,1.0,1.0,27.58,61.43
0.71,0.867,0.473,1.0,1.0,24.06,65.18
0.709,0.867,0.475,1.0,1.0,29.96,58.99
0.709,0.867,0.467,0.438,1.0,42.43,46.73
0.708,0.883,0.465,0.438,1.0,25.0,64.3
0.706,0.867,0.465,0.438,1.0,28.72,60.5
0.707,0.85,0.462,0.438,1.0,33.7,55.84
0.705,0.833,0.46,0.438,1.0,29.82,59.77
0.705,0.85,0.457,0.438,1.0,32.71,55.77
0.704,0.833,0.454,0.438,1.0,31.04,57.68
0.706,0.833,0.452,0.43,1.0,30.77,58.45
0.706,0.833,0.452,0.43,1.0,30.99,58.16
0.707,0.833,0.446,0.43,1.0,30.27,58.88
0.707,0.817,0.446,0.43,1.0,31.27,58.24
0.706,0.817,0.446,0.43,1.0,32.17,56.89
0.706,0.817,0.446,0.43,1.0,26.74,62.65
0.705,0.817,0.444,0.43,1.0,28.79,60.67
0.705,0.817,0.444,0.43,1.0,31.68,58.18
0.705,0.817,0.444,0.43,1.0,31.23,58.24
0.705,0.833,0.436,0.975,1.0,31.01,58.05
